船 长 	captain
仔 细 感 觉 一 下 ， 父 亲 ， 你 怎 么 能 这 么 做 	search your feelings , father
我 能 感 觉 到 你 心 中 的 矛 盾 ， 放 开 你 心 中 的 仇 恨 吧 	you ca n't do this . i feel the conflict within you
太 晚 了 ， 儿 子 	it is too late for me , son
皇 帝 陛 下 会 向 你 展 示 " 原 力 " 的 真 实 本 质 	the emperor will show you the true nature of the force
他 现 在 是 你 的 主 人 了 	he is your master now
那 我 父 亲 就 真 的 是 死 了 	then my father is truly dead
控 制 堡 的 主 入 口 ... 就 在 那 着 陆 平 台 的 另 一 端 	the main entrance to the control bunker ... is on the far side of that landing platform
这 任 务 不 容 易 	this is n't gonna be easy
别 担 心 	do n't worry
楚 伊 和 我 去 过 很 多 比 这 更 防 卫 森 严 的 地 方 	chewie and me got into a lot of places more heavily guarded than this
他 说 什 么 ？	what 's he saying ?
他 说 有 一 条 秘 密 通 道 通 向 山 脊 的 另 一 侧 	he says there 's a secret entrance on the other side of the ridge
司 令 官 ， 我 们 已 经 就 位 了 ， 所 有 战 机 都 准 备 好 了 	admiral , we 're in position . all fighters accounted for
准 备 倒 数 计 时 	proceed with the countdown
所 有 部 队 准 备 进 入 攻 击 坐 标 	all groups assume attack coordinates
别 担 心 ， 我 的 朋 友 在 下 面 	do n't worry . my friend 's down there
他 会 按 时 解 除 护 盾 的 	he 'll have that shield down on time
要 不 然 这 就 是 历 时 最 短 的 攻 击 了 	or this 'll be the shortest offensive of all time
所 有 飞 船 ， 按 我 命 令 ， 准 备 进 行 超 空 间 跳 跃 	all craft , prepare to jump into hyperspace on my mark
好 ， 准 备 	all right . stand by
后 门 ， 是 吧 ？	back door , huh ?
这 主 意 不 错 	good idea
只 有 几 个 警 卫 ， 应 该 不 怎 么 困 难 	it 's only a few guards . this should n't be too much trouble
只 要 一 个 人 发 现 就 足 以 拉 响 警 报 了 	it only takes one to sound the alarm
那 我 们 就 无 声 无 息 的 把 他 们 干 掉 	then we 'll do it real quiet like . -- oh , my
哦 ， 天 啊 ， 莉 娅 公 主 	princess leia
安 静 	quiet
我 恐 怕 我 们 的 毛 绒 同 伴 ... 已 经 跑 过 去 做 什 么 冒 失 的 举 动 了 	i 'm afraid our furry companion ... has gone and done something rather rash
突 然 袭 击 没 戏 了 	there goes our surprise attack
看 ， 那 里 ！	look , over there !
抓 住 他 ！	stop him !
这 小 毛 球 干 的 还 真 不 错 ， 就 剩 一 个 了 	not bad for a little furball . there 's only one left
你 待 在 这 里 ， 我 们 会 解 决 掉 他 的 	you stay here . we 'll take care of this
我 决 定 我 们 应 该 待 在 此 处 	i have decided that we shall stay here
嘿 ！	hey !
欢 迎 啊 ， 年 轻 的 天 行 者 	welcome , young skywalker
我 等 你 多 时 了 	i have been expecting you
你 再 也 不 需 要 那 些 了 	you 'll no longer need those
警 卫 ， 你 可 以 退 下 了 	guards , leave us
我 正 期 待 着 完 成 你 的 训 练 呢 	i 'm looking forward to completing your training
到 时 ， 你 就 会 承 认 我 是 你 的 主 人 了 	in time , you will call me master
那 你 就 大 错 特 错 了 	you 're gravely mistaken
你 无 法 像 对 我 父 亲 一 样 转 变 我 	you wo n't convert me as you did my father
哦 ， 不 ， 年 轻 的 绝 地 武 士 	oh , no , my young jedi
你 会 发 现 错 的 是 你 ... 而 且 你 对 于 很 多 事 情 理 解 都 是 错 的 	you will find that it is you who are mistaken ... about a great many things
这 是 他 的 光 剑 	his lightsaber
啊 ， 没 错 ， 绝 地 武 士 的 武 器 	ah , yes . a jedi 's weapon
和 你 父 亲 的 差 不 多 	much like your father 's
但 是 你 要 知 道 你 父 亲 再 也 无 法 脱 离 黑 暗 一 方 了 	by now you must know your father can never be turned from the dark side
而 你 也 将 如 此 	so will it be with you
你 错 了 	you 're wrong
很 快 我 就 会 死 去 ... 而 你 会 和 我 一 起 死 去 	soon i 'll be dead -- and you with me
也 许 你 说 的 是 你 们 反 叛 舰 队 马 上 要 进 行 的 攻 击 吧 	perhaps you refer to the imminent attack of your rebel fleet
没 错 吧 	yes
我 向 你 保 证 我 们 待 在 这 里 是 非 常 安 全 的 	i assure you we are quite safe from your friends here
你 的 过 于 自 信 正 是 你 的 弱 点 	your overconfidence is your weakness
你 对 于 你 朋 友 的 迷 信 则 是 你 的 弱 点 	your faith in your friends is yours
反 抗 是 无 意 义 的 ， 儿 子 	it is pointless to resist , my son
已 经 发 生 的 一 切 都 是 按 我 的 剧 本 在 进 行 	everything that has transpired has done so according to my design
你 在 守 护 卫 星 上 的 那 群 朋 友 正 在 迈 进 一 个 陷 阱 ， 你 们 的 反 抗 舰 队 也 一 样 	your friends up there on the sanctuary moon ... are walking into a trap , as is your rebel fleet
是 我 允 许 同 盟 军 ... 知 道 护 盾 发 生 器 的 地 点 的 	it was i who allowed the alliance ... to know the location of the shield generator
你 们 那 一 小 群 可 怜 的 家 伙 对 它 是 无 法 撼 动 分 毫 的 	it is quite safe from your pitiful little band
一 群 我 最 好 的 部 队 正 在 等 待 着 他 们 呢 	an entire legion of my best troops awaits them
恐 怕 偏 导 护 盾 ... 到 你 朋 友 来 的 时 候 还 会 工 作 的 很 正 常 呢 ！	i 'm afraid the deflector shield ... will be quite operational when your friends arrive
好 啦 ！	all right !
起 来 ！	up !
走 开 ！	move !
快 点 ， 快 点 	quickly . quickly
汉 ， 快 点 	han , hurry
舰 队 马 上 就 要 来 了 	the fleet will be here any moment
冲 啊 ， 上 啊 ！	charges . come on . come on !
哦 ， 天 啊 ， 他 们 会 被 抓 的 	oh , my . they 'll be captured
等 等 ！	wait !
回 来 ！	come back !
R2 ， 和 我 待 在 一 起 	r2 , stay with me
别 动 ！	freeze !
你 们 这 群 反 叛 的 混 蛋 	you rebel scum
所 有 部 门 向 我 报 告 	all wings report in
红 色 长 机 待 命 	red leader standing by
灰 色 长 机 待 命 	grey leader standing by
绿 色 长 机 待 命 	green leader standing by
将 S 型 叶 片 锁 定 在 攻 击 位 置 上 	lock s-foils in attack positions
愿 " 原 力 " 与 我 们 同 在 ！	may the force be with us
我 们 马 上 就 能 知 道 这 个 护 盾 究 竟 是 不 是 解 除 了 	we 've gotta be able to get a reading on that shield -- up or down
如 果 他 们 不 知 道 我 们 会 来 他 们 怎 么 会 干 扰 我 们 的 通 信 	how could they be jamming us if they do n't know -- if we 're coming
放 弃 进 攻 ， 护 盾 仍 然 在 工 作 	break off the attack . the shield is still up
我 没 有 收 到 任 何 探 测 数 据 ， 你 肯 定 吗 ？	i get no reading . you sure ?
拉 起 ！	pull up !
所 有 飞 船 拉 起 ！	all craft pull up !
进 行 规 避 动 作 ， 绿 色 编 队 ， 紧 密 控 制 MV	take evasive action . green group , stick close to holding sector mv-7
司 令 官 ， 47 区 发 现 敌 舰 	admiral , we have enemy ships in sector 47
这 是 个 陷 阱 	it 's a trap
战 机 逼 近 	fighters coming in
他 们 数 量 太 多 了 	there 's too many
加 速 至 战 斗 速 度 ， 吸 引 他 们 的 火 力 ， 不 要 让 他 们 射 击 巡 洋 舰 	accelerate to attack speed . draw their fire away from the cruisers
金 色 长 机 ， 遵 命 	copy , gold leader
来 吧 ， 孩 子 	come , boy
自 己 看 看 	see for yourself
从 这 里 ， 你 将 见 证 到 同 盟 军 的 最 后 毁 灭 和 你 们 那 无 关 痛 痒 的 反 叛 的 最 后 终 结 	from here , you will witness the final destruction of the alliance ... and the end of your insignificant rebellion
你 想 要 这 个 对 吧 ？	you want this ... do n't you ?
你 胸 中 的 仇 恨 正 越 来 越 强 	the hate is swelling in you now
拿 起 你 的 绝 地 武 器 吧 	take your jedi weapon
用 他 来 杀 我 我 现 在 手 无 存 铁 	use it
用 他 把 我 击 倒 吧 	i am unarmed . strike me down with it
屈 服 于 你 的 愤 怒 	give in to your anger
每 一 刻 ， 你 都 将 逐 渐 变 成 我 的 仆 人 	with each passing moment you make yourself more my servant
这 是 无 可 避 免 的 	it is unavoidable
这 是 你 命 中 注 定 的 	it is your destiny
你 ， 和 你 父 亲 一 样 ... 现 在 ... 都 是 我 的 了 	you , like your father ... are now ... mine
好 啦 ， 快 走 啊 	all right , move it
喂 ， 我 说 ， 那 边 的 	hello . i say , over there
你 们 在 找 我 吗 ？	were you looking for me ?
把 那 两 个 家 伙 抓 过 来 	bring those two down here
他 们 过 来 了 ， R2 ， 你 肯 定 这 是 个 好 主 意 吗 ？	they 're on their way . r2 , are you sure this was a good idea ?
站 住 	freeze
别 动 	do n't move
我 们 投 降 	we surrender
密 码 已 经 变 了 	the code 's changed
我 们 需 要 R2	we need r2
终 端 在 这 里 	here 's the terminal
R2 ， 你 在 哪 里 ？	r2 , where are you ?
到 地 堡 这 里 来 ， 我 们 需 要 你 	we need you at the bunker right away
走 ？	going ?
你 什 么 意 思 ？	what do you mean ?
去 哪 里 啊 ， R2 ？	going where , r2 ?
等 等 ， R2 ， 这 可 不 是 逞 英 雄 的 时 候 	wait . r2 , this is no time for heroics
回 来 ！	come back !
小 心 ， 威 治 ， 有 三 架 从 你 头 顶 方 向 来 了 	watch yourself , wedge
红 色 三 号 ， 红 色 二 号 ， 靠 近 我 	three from above . -- red three , red two , pull in
明 白 	got it
三 架 敌 机 逼 近 ， 角 度 20 度 	three of them coming in , 20 degrees
向 左 急 转 ， 我 对 付 长 机 	cut left . i 'll take the leader
他 们 正 飞 向 医 疗 舰 	they 're heading for the medical frigate
气 压 稳 定 	pressure 's steady
只 有 战 斗 机 在 攻 击 ， 灭 星 者 在 等 什 么 ？	only the fighters are attacking . what are the stardestroyers waiting for ?
长 官 ！ 我 们 已 经 就 位 ， 准 备 攻 击 ！	we 're in attack position , sir
就 地 等 待 	hold here
我 们 不 进 攻 吗 ， 长 官 ？	we 're not going to attack ?
我 的 命 令 是 陛 下 亲 自 下 的 ， 他 有 特 殊 计 划 	i have my orders are from the emperor himself . he has something special planned
我 们 只 要 防 止 他 们 逃 跑 即 可 	we only need to keep them from escaping
如 你 所 见 ， 年 轻 的 学 徒 你 的 朋 友 们 已 经 失 败 了 	as you can see , my young apprentice ... your friends have failed
现 在 看 看 这 个 ... 全 副 武 装 的 战 斗 基 地 的 威 力 吧 	now witness the firepower ... of this fully armed and operational battle station
指 挥 官 ， 自 由 射 击 ！	fire at will , commander
射 击 	fire
这 是 从 死 星 射 出 来 的 	that blast came from the death star
那 家 伙 可 以 工 作 	that thing 's operational
大 本 营 一 号 ， 这 是 金 色 长 机 	home 1 , this is gold leader
我 们 也 见 到 了 ， 所 有 部 队 准 备 撤 退 	we saw it . all craft prepare to retreat
可 是 你 再 不 会 得 到 这 么 好 的 机 会 了 ， 司 令 官 	you wo n't get another chance at this , admiral
我 们 别 无 选 择 ， 卡 尔 瑞 辛 将 军 	we have no choice , general calrissian
我 们 的 巡 洋 舰 顶 不 住 那 个 级 别 的 攻 击 	our cruisers ca n't repel firepower of that magnitude
汉 会 解 除 那 个 护 盾 的 ， 我 们 要 给 他 更 多 的 时 间 	han will have that shield down . we 've gotta give him more time
我 们 来 啦 	we 're coming
快 啊 	come on
R2 ， 快 点 ！	r2 , hurry !
天 啊 ！	my goodness !
你 干 嘛 要 这 么 英 勇 ？	why did you have to be so brave ?
好 吧 ， 我 猜 我 能 找 到 开 门 的 线 路 	well , i suppose i could hot wire this thing
我 掩 护 你 	i 'll cover you
是 的 ， 靠 近 ， 能 有 多 近 就 有 多 近 	yes , i said closer
在 极 近 距 离 对 灭 星 者 进 行 攻 击 	move as close as you can ... and engage those stardestroyers at point blank range
但 是 在 那 种 距 离 我 们 顶 不 住 灭 星 者 多 久 的 攻 击 	at that close range , we wo n't last long against those stardestroyers
起 码 比 死 星 的 攻 击 顶 的 要 久 我 们 说 不 定 还 能 干 掉 一 两 艘 	we 'll last longer than we will against that death star ... and we might take a few of them with us
她 要 爆 炸 啦 ！	she 's gonna blow !
我 被 击 中 了 ！	i 'm hit !
你 的 舰 队 已 经 失 败 了 而 你 在 恩 多 卫 星 上 的 朋 友 们 也 不 可 能 存 活 	your fleet is lost ... and your friends on the endor moon will not survive
无 路 可 逃 啦 年 轻 的 学 徒 	there is no escape ... my young apprentice
同 盟 即 将 毁 灭 你 的 朋 友 也 将 死 去 	the alliance will die ... as will your friends
很 好 	good
我 能 感 觉 到 你 的 愤 怒 	i can feel your anger
我 现 在 没 有 防 护 ， 拿 起 你 的 武 器 吧 	i am defenceless . take your weapon
用 你 的 仇 恨 将 我 击 倒 ... 然 后 你 就 将 彻 底 进 入 黑 暗 一 方 	strike me down with all of your hatred ... and your journey towards the dark side will be complete
看 ！	look !
把 他 从 那 弄 走 ！	get him off of there
我 想 我 找 到 方 法 了 	i think i got it
我 找 到 了 	i got it !
你 还 好 吗 ？	are you all right ?
让 我 看 看 	let 's see
还 不 错 	it 's not bad
站 住 ！	freeze !
哦 ， 亲 爱 的 	oh , dear
别 动 	do n't move
我 爱 你 	i love you
我 知 道 	i know
举 起 手 来 	hands up
站 起 来 	stand up
退 后 	stay back
下 来 ， 她 受 伤 了 	get down here . she 's wounded
不 ， 等 一 下 	no , wait
我 有 法 子 了 	i got an idea
很 好 	good
感 觉 你 好 战 的 心 吧 ， 孩 子 	use your aggressive feelings , boy
让 仇 恨 充 满 你 的 全 身 	let the hate flow through you
欧 比 旺 把 你 教 的 不 错 啊 	obi-wan has taught you well
我 不 会 和 你 作 战 了 ， 父 亲 	i will not fight you , father
放 下 你 的 武 器 是 很 不 明 智 的 	you are unwise to lower your defences
你 的 思 想 背 叛 了 你 ， 父 亲 	your thoughts betray you , father
我 能 感 觉 到 你 内 心 的 善 良 ， 矛 盾 	i feel the good in you , the conflict
没 有 什 么 矛 盾 	there is no conflict
你 以 前 没 办 法 让 自 己 杀 掉 我 ... 我 不 信 现 在 你 就 行 	you could n't bring yourself to kill me before ... and i do n't believe you 'll destroy me now
你 太 低 估 黑 暗 的 力 量 了 	you underestimate the power of the dark side
如 果 你 不 作 战 你 就 会 落 入 你 注 定 的 结 局 	if you will not fight ... then you will meet your destiny
很 好 	good
很 好 	good
注 意 ， 6 点 方 向 有 敌 机 	watch out . squad at .06
金 色 长 机 ， 我 来 对 付 他 	i 'm on it , gold leader
